      Time   Sample #  Type  Sub Chan  Num	Aux
    0:05.856     2108     )    0    0    2
    0:05.939     2138     (    0    0    0
    0:05.978     2152     p    0    0    0
    0:06.039     2174     )    0    0    0
    0:06.067     2184     (    0    0    1
    0:06.133     2208     N    0    0    0
    0:06.169     2221     )    0    0    1
    0:06.300     2268     (    0    0    2
    0:06.403     2305     t    0    0    0
    0:06.528     2350     )    0    0    2
    0:06.603     2377     (    0    0    0
    0:06.647     2393     p    0    0    0
    0:06.708     2415     )    0    0    0
    0:06.736     2425     (    0    0    1
    0:06.800     2448     N    0    0    0
    0:06.831     2459     )    0    0    1
    0:06.947     2501     (    0    0    2
    0:07.058     2541     t    0    0    0
    0:07.197     2591     )    0    0    2
    0:07.278     2620     (    0    0    0
    0:07.322     2636     p    0    0    0
    0:07.383     2658     )    0    0    0
    0:07.408     2667     (    0    0    1
    0:07.475     2691     N    0    0    0
    0:07.511     2704     )    0    0    1
    0:07.642     2751     (    0    0    2
    0:07.744     2788     t    0    0    0
    0:07.875     2835     )    0    0    2
    0:07.956     2864     (    0    0    0
    0:08.000     2880     p    0    0    0
    0:08.058     2901     )    0    0    0
    0:08.089     2912     (    0    0    1
    0:08.153     2935     N    0    0    0
    0:08.186     2947     )    0    0    1
    0:08.261     2974     (    0    0    2
    0:08.419     3031     t    0    0    0
    0:08.556     3080     )    0    0    2
    0:08.642     3111     (    0    0    0
    0:08.686     3127     p    0    0    0
    0:08.753     3151     )    0    0    0
    0:08.772     3158     (    0    0    1
    0:08.844     3184     N    0    0    0
    0:08.878     3196     )    0    0    1
    0:08.978     3232     (    0    0    2
    0:09.106     3278     t    0    0    0
    0:09.250     3330     )    0    0    2
    0:09.342     3363     (    0    0    0
    0:09.383     3378     p    0    0    0
    0:09.444     3400     )    0    0    0
    0:09.475     3411     (    0    0    1
    0:09.544     3436     N    0    0    0
    0:09.575     3447     )    0    0    1
    0:09.650     3474     (    0    0    2
    0:09.833     3540     t    0    0    0
    0:09.942     3579     )    0    0    2
    0:10.028     3610     (    0    0    0
    0:10.075     3627     p    0    0    0
    0:10.139     3650     )    0    0    0
    0:10.172     3662     (    0    0    1
    0:10.239     3686     N    0    0    0
    0:10.272     3698     )    0    0    1
    0:10.408     3747     (    0    0    2
    0:10.503     3781     t    0    0    0
    0:10.647     3833     )    0    0    2
    0:10.733     3864     (    0    0    0
    0:10.775     3879     p    0    0    0
    0:10.836     3901     )    0    0    0
    0:10.867     3912     (    0    0    1
    0:10.931     3935     N    0    0    0
    0:10.961     3946     )    0    0    1
    0:11.047     3977     (    0    0    2
    0:11.214     4037     t    0    0    0
    0:11.325     4077     )    0    0    2
    0:11.419     4111     (    0    0    0
    0:11.461     4126     p    0    0    0
    0:11.528     4150     )    0    0    0
    0:11.550     4158     (    0    0    1
    0:11.619     4183     N    0    0    0
    0:11.650     4194     )    0    0    1
    0:11.772     4238     (    0    0    2
    0:11.881     4277     t    0    0    0
    0:12.019     4327     )    0    0    2
    0:12.097     4355     (    0    0    0
    0:12.144     4372     p    0    0    0
    0:12.200     4392     )    0    0    0
    0:12.236     4405     (    0    0    1
    0:12.300     4428     N    0    0    0
    0:12.328     4438     )    0    0    1
    0:12.442     4479     (    0    0    2
    0:12.569     4525     t    0    0    0
    0:12.706     4574     )    0    0    2
    0:12.794     4606     (    0    0    0
    0:12.842     4623     p    0    0    0
    0:12.906     4646     )    0    0    0
    0:12.936     4657     (    0    0    1
    0:13.006     4682     N    0    0    0
    0:13.036     4693     )    0    0    1
    0:13.156     4736     (    0    0    2
    0:13.272     4778     t    0    0    0
    0:13.411     4828     )    0    0    2
    0:13.506     4862     (    0    0    0
    0:13.547     4877     p    0    0    0
    0:13.606     4898     )    0    0    0
    0:13.639     4910     (    0    0    1
    0:13.703     4933     N    0    0    0
    0:13.733     4944     )    0    0    1
    0:13.864     4991     (    0    0    2
    0:13.961     5026     t    0    0    0
    0:14.103     5077     )    0    0    2
    0:14.194     5110     (    0    0    0
    0:14.239     5126     p    0    0    0
    0:14.297     5147     )    0    0    0
    0:14.333     5160     (    0    0    1
    0:14.400     5184     N    0    0    0
    0:14.428     5194     )    0    0    1
    0:14.539     5234     (    0    0    2
    0:14.658     5277     t    0    0    0
    0:14.792     5325     )    0    0    2
    0:14.881     5357     (    0    0    0
    0:14.922     5372     p    0    0    0
    0:14.975     5391     )    0    0    0
    0:15.008     5403     (    0    0    1
    0:15.072     5426     N    0    0    0
    0:15.103     5437     )    0    0    1
    0:15.217     5478     (    0    0    2
    0:15.336     5521     t    0    0    0
    0:15.478     5572     )    0    0    2
    0:15.561     5602     (    0    0    0
    0:15.614     5621     p    0    0    0
    0:15.683     5646     )    0    0    0
    0:15.711     5656     (    0    0    1
    0:15.775     5679     N    0    0    0
    0:15.806     5690     )    0    0    1
    0:15.944     5740     (    0    0    2
    0:16.039     5774     t    0    0    0
    0:16.181     5825     )    0    0    2
    0:16.267     5856     (    0    0    0
    0:16.311     5872     p    0    0    0
    0:16.372     5894     )    0    0    0
    0:16.403     5905     (    0    0    1
    0:16.472     5930     N    0    0    0
    0:16.500     5940     )    0    0    1
    0:16.683     6006     (    0    0    2
    0:16.731     6023     t    0    0    0
    0:16.886     6079     )    0    0    2
    0:16.958     6105     (    0    0    0
    0:17.006     6122     p    0    0    0
    0:17.061     6142     )    0    0    0
    0:17.092     6153     (    0    0    1
    0:17.167     6180     N    0    0    0
    0:17.192     6189     )    0    0    1
    0:17.322     6236     (    0    0    2
    0:17.442     6279     t    0    0    0
    0:17.506     6302     )    0    0    2
    0:17.622     6344     (    0    0    0
    0:17.672     6362     p    0    0    0
    0:17.733     6384     )    0    0    0
    0:17.764     6395     (    0    0    1
    0:17.828     6418     N    0    0    0
    0:17.869     6433     )    0    0    1
    0:18.003     6481     (    0    0    2
    0:18.114     6521     t    0    0    0
    0:18.228     6562     )    0    0    2
    0:18.344     6604     (    0    0    0
    0:18.389     6620     p    0    0    0
    0:18.450     6642     )    0    0    0
    0:18.486     6655     (    0    0    1
    0:18.556     6680     N    0    0    0
    0:18.589     6692     )    0    0    1
    0:18.686     6727     (    0    0    2
    0:18.817     6774     t    0    0    0
    0:18.958     6825     )    0    0    2
    0:19.033     6852     (    0    0    0
    0:19.081     6869     p    0    0    0
    0:19.142     6891     )    0    0    0
    0:19.175     6903     (    0    0    1
    0:19.239     6926     N    0    0    0
    0:19.269     6937     )    0    0    1
    0:19.422     6992     (    0    0    2
    0:19.531     7031     t    0    0    0
    0:19.633     7068     )    0    0    2
    0:19.697     7091     (    0    0    0
    0:19.742     7107     p    0    0    0
    0:19.803     7129     )    0    0    0
    0:19.833     7140     (    0    0    1
    0:19.900     7164     N    0    0    0
    0:19.931     7175     )    0    0    1
    0:20.058     7221     (    0    0    2
    0:20.208     7275     t    0    0    0
    0:20.297     7307     )    0    0    2
    0:20.364     7331     (    0    0    0
    0:20.411     7348     p    0    0    0
    0:20.486     7375     )    0    0    0
    0:20.508     7383     (    0    0    1
    0:20.572     7406     N    0    0    0
    0:20.614     7421     )    0    0    1
    0:20.786     7483     (    0    0    2
    0:20.864     7511     t    0    0    0
    0:20.983     7554     )    0    0    2
    0:21.064     7583     (    0    0    0
    0:21.111     7600     p    0    0    0
    0:21.178     7624     )    0    0    0
    0:21.211     7636     (    0    0    1
    0:21.275     7659     N    0    0    0
    0:21.317     7674     )    0    0    1
    0:21.442     7719     (    0    0    2
    0:21.586     7771     t    0    0    0
    0:21.675     7803     )    0    0    2
    0:21.753     7831     (    0    0    0
    0:21.803     7849     p    0    0    0
    0:21.861     7870     )    0    0    0
    0:21.886     7879     (    0    0    1
    0:21.956     7904     N    0    0    0
    0:22.047     7937     )    0    0    1
    0:22.125     7965     (    0    0    2
    0:22.222     8000     t    0    0    0
    0:22.358     8049     )    0    0    2
    0:22.431     8075     (    0    0    0
    0:22.478     8092     p    0    0    0
    0:22.531     8111     )    0    0    0
    0:22.569     8125     (    0    0    1
    0:22.636     8149     N    0    0    0
    0:22.669     8161     )    0    0    1
    0:22.825     8217     (    0    0    2
    0:22.908     8247     t    0    0    0
    0:22.933     8256     )    0    0    2
    0:23.072     8306     (    0    0    0
    0:23.117     8322     p    0    0    0
    0:23.153     8335     )    0    0    0
    0:23.181     8345     (    0    0    1
    0:23.269     8377     N    0    0    0
    0:23.308     8391     )    0    0    1
    0:23.403     8425     (    0    0    2
    0:23.500     8460     t    0    0    0
    0:23.564     8483     )    0    0    2
    0:23.728     8542     (    0    0    0
    0:23.778     8560     p    0    0    0
    0:23.844     8584     )    0    0    0
    0:23.875     8595     (    0    0    1
    0:23.936     8617     N    0    0    0
    0:23.981     8633     )    0    0    1
    0:24.089     8672     (    0    0    2
    0:24.192     8709     t    0    0    0
    0:24.331     8759     )    0    0    2
    0:24.417     8790     (    0    0    0
    0:24.458     8805     p    0    0    0
    0:24.514     8825     )    0    0    0
    0:24.550     8838     (    0    0    1
    0:24.611     8860     N    0    0    0
    0:24.653     8875     )    0    0    1
    0:24.733     8904     (    0    0    2
    0:24.892     8961     t    0    0    0
    0:25.008     9003     )    0    0    2
    0:25.067     9024     (    0    0    0
    0:25.111     9040     p    0    0    0
    0:25.175     9063     )    0    0    0
    0:25.200     9072     (    0    0    1
    0:25.269     9097     N    0    0    0
    0:25.311     9112     )    0    0    1
    0:25.467     9168     (    0    0    2
    0:25.517     9186     t    0    0    0
    0:25.664     9239     )    0    0    2
    0:25.719     9259     (    0    0    0
    0:25.769     9277     p    0    0    0
    0:25.831     9299     )    0    0    0
    0:25.853     9307     (    0    0    1
    0:25.925     9333     N    0    0    0
    0:25.964     9347     )    0    0    1
    0:26.092     9393     (    0    0    2
    0:26.214     9437     t    0    0    0
    0:26.294     9466     )    0    0    2
    0:26.378     9496     (    0    0    0
    0:26.433     9516     p    0    0    0
    0:26.497     9539     )    0    0    0
    0:26.525     9549     (    0    0    1
    0:26.586     9571     N    0    0    0
    0:26.631     9587     )    0    0    1
    0:26.769     9637     (    0    0    2
    0:26.842     9663     t    0    0    0
    0:26.983     9714     )    0    0    2
    0:27.069     9745     (    0    0    0
    0:27.117     9762     p    0    0    0
    0:27.172     9782     )    0    0    0
    0:27.208     9795     (    0    0    1
    0:27.267     9816     N    0    0    0
    0:27.311     9832     )    0    0    1
    0:27.406     9866     (    0    0    2
    0:27.556     9920     t    0    0    0
    0:27.661     9958     )    0    0    2
    0:27.733     9984     (    0    0    0
    0:27.778    10000     p    0    0    0
    0:27.836    10021     )    0    0    0
    0:27.878    10036     (    0    0    1
    0:27.942    10059     N    0    0    0
    0:27.981    10073     )    0    0    1
    0:28.089    10112     (    0    0    2
    0:28.214    10157     t    0    0    0
    0:28.339    10202     )    0    0    2
    0:28.406    10226     (    0    0    0
    0:28.453    10243     p    0    0    0
    0:28.503    10261     )    0    0    0
    0:28.542    10275     (    0    0    1
    0:28.603    10297     N    0    0    0
    0:28.636    10309     )    0    0    1
    0:28.739    10346     (    0    0    2
    0:28.883    10398     t    0    0    0
    0:29.006    10442     )    0    0    2
    0:29.056    10460     (    0    0    0
    0:29.094    10474     p    0    0    0
    0:29.158    10497     )    0    0    0
    0:29.192    10509     (    0    0    1
    0:29.261    10534     N    0    0    0
    0:29.306    10550     )    0    0    1
    0:29.367    10572     (    0    0    2
    0:29.519    10627     t    0    0    0
    0:29.575    10647     )    0    0    2
    0:29.767    10716     (    0    0    0
    0:29.806    10730     p    0    0    0
    0:29.864    10751     )    0    0    0
    0:29.894    10762     (    0    0    1
    0:29.958    10785     N    0    0    0
    0:30.006    10802     )    0    0    1
    0:30.092    10833     (    0    0    2
    0:30.208    10875     t    0    0    0
    0:30.367    10932     )    0    0    2
    0:30.444    10960     (    0    0    0
    0:30.489    10976     p    0    0    0
    0:30.550    10998     )    0    0    0
    0:30.583    11010     (    0    0    1
    0:30.644    11032     N    0    0    0
    0:30.692    11049     )    0    0    1
    0:30.775    11079     (    0    0    2
    0:30.908    11127     t    0    0    0
    0:31.047    11177     )    0    0    2
    0:31.136    11209     (    0    0    0
    0:31.178    11224     p    0    0    0
    0:31.236    11245     )    0    0    0
    0:31.267    11256     (    0    0    1
    0:31.328    11278     N    0    0    0
    0:31.369    11293     )    0    0    1
    0:31.461    11326     (    0    0    2
    0:31.572    11366     t    0    0    0
    0:31.714    11417     )    0    0    2
    0:31.811    11452     (    0    0    0
    0:31.856    11468     p    0    0    0
    0:31.917    11490     )    0    0    0
    0:31.956    11504     (    0    0    1
    0:32.022    11528     N    0    0    0
    0:32.053    11539     )    0    0    1
    0:32.172    11582     (    0    0    2
    0:32.289    11624     t    0    0    0
    0:32.433    11676     )    0    0    2
    0:32.519    11707     (    0    0    0
    0:32.564    11723     p    0    0    0
    0:32.622    11744     )    0    0    0
    0:32.653    11755     (    0    0    1
    0:32.719    11779     N    0    0    0
    0:32.747    11789     )    0    0    1
    0:32.861    11830     (    0    0    2
    0:33.014    11885     t    0    0    0
    0:33.128    11926     )    0    0    2
    0:33.214    11957     (    0    0    0
    0:33.256    11972     p    0    0    0
    0:33.325    11997     )    0    0    0
    0:33.356    12008     (    0    0    1
    0:33.417    12030     N    0    0    0
    0:33.461    12046     )    0    0    1
    0:33.561    12082     (    0    0    2
    0:33.667    12120     t    0    0    0
    0:33.811    12172     )    0    0    2
    0:33.908    12207     (    0    0    0
    0:33.956    12224     p    0    0    0
    0:34.011    12244     )    0    0    0
    0:34.050    12258     (    0    0    1
    0:34.111    12280     N    0    0    0
    0:34.156    12296     )    0    0    1
    0:34.236    12325     (    0    0    2
    0:34.378    12376     t    0    0    0
    0:34.514    12425     )    0    0    2
    0:34.617    12462     (    0    0    0
    0:34.664    12479     p    0    0    0
    0:34.725    12501     )    0    0    0
    0:34.761    12514     (    0    0    1
    0:34.828    12538     N    0    0    0
    0:34.861    12550     )    0    0    1
    0:35.014    12605     (    0    0    2
    0:35.092    12633     t    0    0    0
    0:35.239    12686     )    0    0    2
    0:35.331    12719     (    0    0    0
    0:35.375    12735     p    0    0    0
    0:35.439    12758     )    0    0    0
    0:35.469    12769     (    0    0    1
    0:35.533    12792     N    0    0    0
    0:35.567    12804     )    0    0    1
    0:35.642    12831     (    0    0    2
    0:35.792    12885     t    0    0    0
    0:35.936    12937     )    0    0    2
    0:36.036    12973     (    0    0    0
    0:36.078    12988     p    0    0    0
    0:36.136    13009     )    0    0    0
    0:36.169    13021     (    0    0    1
    0:36.236    13045     N    0    0    0
    0:36.269    13057     )    0    0    1
    0:36.375    13095     (    0    0    2
    0:36.497    13139     t    0    0    0
    0:36.639    13190     )    0    0    2
    0:36.728    13222     (    0    0    0
    0:36.775    13239     p    0    0    0
    0:36.833    13260     )    0    0    0
    0:36.861    13270     (    0    0    1
    0:36.931    13295     N    0    0    0
    0:36.961    13306     )    0    0    1
    0:37.075    13347     (    0    0    2
    0:37.211    13396     t    0    0    0
    0:37.342    13443     )    0    0    2
    0:37.439    13478     (    0    0    0
    0:37.481    13493     p    0    0    0
    0:37.542    13515     )    0    0    0
    0:37.578    13528     (    0    0    1
    0:37.647    13553     N    0    0    0
    0:37.678    13564     )    0    0    1
    0:37.761    13594     (    0    0    2
    0:37.925    13653     t    0    0    0
    0:38.061    13702     )    0    0    2
    0:38.139    13730     (    0    0    0
    0:38.189    13748     p    0    0    0
    0:38.250    13770     )    0    0    0
    0:38.283    13782     (    0    0    1
    0:38.347    13805     N    0    0    0
    0:38.386    13819     )    0    0    1
    0:38.511    13864     (    0    0    2
    0:38.603    13897     t    0    0    0
    0:38.750    13950     )    0    0    2
    0:38.842    13983     (    0    0    0
    0:38.883    13998     p    0    0    0
    0:38.942    14019     )    0    0    0
    0:38.972    14030     (    0    0    1
    0:39.042    14055     N    0    0    0
    0:39.075    14067     )    0    0    1
    0:39.197    14111     (    0    0    2
    0:39.294    14146     t    0    0    0
    0:39.444    14200     )    0    0    2
    0:39.533    14232     (    0    0    0
    0:39.572    14246     p    0    0    0
    0:39.628    14266     )    0    0    0
    0:39.664    14279     (    0    0    1
    0:39.725    14301     N    0    0    0
    0:39.758    14313     )    0    0    1
    0:39.847    14345     (    0    0    2
    0:39.994    14398     t    0    0    0
    0:40.139    14450     )    0    0    2
    0:40.228    14482     (    0    0    0
    0:40.269    14497     p    0    0    0
    0:40.331    14519     )    0    0    0
    0:40.364    14531     (    0    0    1
    0:40.431    14555     N    0    0    0
    0:40.461    14566     )    0    0    1
    0:40.608    14619     (    0    0    2
    0:40.697    14651     t    0    0    0
    0:40.836    14701     )    0    0    2
    0:40.919    14731     (    0    0    0
    0:40.967    14748     p    0    0    0
    0:41.025    14769     )    0    0    0
    0:41.058    14781     (    0    0    1
    0:41.125    14805     N    0    0    0
    0:41.156    14816     )    0    0    1
    0:41.253    14851     (    0    0    2
    0:41.394    14902     t    0    0    0
    0:41.528    14950     )    0    0    2
    0:41.608    14979     (    0    0    0
    0:41.656    14996     p    0    0    0
    0:41.719    15019     )    0    0    0
    0:41.744    15028     (    0    0    1
    0:41.811    15052     N    0    0    0
    0:41.844    15064     )    0    0    1
    0:41.925    15093     (    0    0    2
    0:42.078    15148     t    0    0    0
    0:42.214    15197     )    0    0    2
    0:42.314    15233     (    0    0    0
    0:42.356    15248     p    0    0    0
    0:42.411    15268     )    0    0    0
    0:42.442    15279     (    0    0    1
    0:42.514    15305     N    0    0    0
    0:42.547    15317     )    0    0    1
    0:42.658    15357     (    0    0    2
    0:42.794    15406     t    0    0    0
    0:42.925    15453     )    0    0    2
    0:43.014    15485     (    0    0    0
    0:43.058    15501     p    0    0    0
    0:43.117    15522     )    0    0    0
    0:43.156    15536     (    0    0    1
    0:43.222    15560     N    0    0    0
    0:43.261    15574     )    0    0    1
    0:43.333    15600     (    0    0    2
    0:43.483    15654     t    0    0    0
    0:43.631    15707     )    0    0    2
    0:43.717    15738     (    0    0    0
    0:43.761    15754     p    0    0    0
    0:43.822    15776     )    0    0    0
    0:43.847    15785     (    0    0    1
    0:43.917    15810     N    0    0    0
    0:43.950    15822     )    0    0    1
    0:44.072    15866     (    0    0    2
    0:44.208    15915     t    0    0    0
    0:44.319    15955     )    0    0    2
    0:44.408    15987     (    0    0    0
    0:44.450    16002     p    0    0    0
    0:44.511    16024     )    0    0    0
    0:44.542    16035     (    0    0    1
    0:44.611    16060     N    0    0    0
    0:44.644    16072     )    0    0    1
    0:44.728    16102     (    0    0    2
    0:44.878    16156     t    0    0    0
    0:45.014    16205     )    0    0    2
    0:45.108    16239     (    0    0    0
    0:45.150    16254     p    0    0    0
    0:45.208    16275     )    0    0    0
    0:45.242    16287     (    0    0    1
    0:45.308    16311     N    0    0    0
    0:45.339    16322     )    0    0    1
    0:45.414    16349     (    0    0    2
    0:45.575    16407     t    0    0    0
    0:45.711    16456     )    0    0    2
    0:45.811    16492     (    0    0    0
    0:45.853    16507     p    0    0    0
    0:45.914    16529     )    0    0    0
    0:45.942    16539     (    0    0    1
    0:46.011    16564     N    0    0    0
    0:46.044    16576     )    0    0    1
    0:46.144    16612     (    0    0    2
    0:46.283    16662     t    0    0    0
    0:46.422    16712     )    0    0    2
    0:46.519    16747     (    0    0    0
    0:46.561    16762     p    0    0    0
    0:46.622    16784     )    0    0    0
    0:46.658    16797     (    0    0    1
    0:46.719    16819     N    0    0    0
    0:46.753    16831     )    0    0    1
    0:46.903    16885     (    0    0    2
    0:47.003    16921     t    0    0    0
    0:47.122    16964     )    0    0    2
    0:47.222    17000     (    0    0    0
    0:47.267    17016     p    0    0    0
    0:47.319    17035     )    0    0    0
    0:47.358    17049     (    0    0    1
    0:47.428    17074     N    0    0    0
    0:47.458    17085     )    0    0    1
    0:47.647    17153     (    0    0    2
    0:47.694    17170     t    0    0    0
    0:47.836    17221     )    0    0    2
    0:47.917    17250     (    0    0    0
    0:47.958    17265     p    0    0    0
    0:48.019    17287     )    0    0    0
    0:48.047    17297     (    0    0    1
    0:48.108    17319     N    0    0    0
    0:48.136    17329     )    0    0    1
    0:48.306    17390     (    0    0    2
    0:48.400    17424     t    0    0    0
    0:48.506    17462     )    0    0    2
    0:48.606    17498     (    0    0    0
    0:48.647    17513     p    0    0    0
    0:48.711    17536     )    0    0    0
    0:48.742    17547     (    0    0    1
    0:48.808    17571     N    0    0    0
    0:48.844    17584     )    0    0    1
    0:48.964    17627     (    0    0    2
    0:49.094    17674     t    0    0    0
    0:49.217    17718     )    0    0    2
    0:49.314    17753     (    0    0    0
    0:49.358    17769     p    0    0    0
    0:49.417    17790     )    0    0    0
    0:49.442    17799     (    0    0    1
    0:49.519    17827     N    0    0    0
    0:49.603    17857     )    0    0    1
    0:49.644    17872     (    0    0    2
    0:49.775    17919     t    0    0    0
    0:49.917    17970     )    0    0    2
    0:50.017    18006     (    0    0    0
    0:50.061    18022     p    0    0    0
    0:50.122    18044     )    0    0    0
    0:50.150    18054     (    0    0    1
    0:50.222    18080     N    0    0    0
    0:50.253    18091     )    0    0    1
    0:50.339    18122     (    0    0    2
    0:50.481    18173     t    0    0    0
    0:50.617    18222     )    0    0    2
    0:50.722    18260     (    0    0    0
    0:50.764    18275     p    0    0    0
    0:50.825    18297     )    0    0    0
    0:50.864    18311     (    0    0    1
    0:50.931    18335     N    0    0    0
    0:50.961    18346     )    0    0    1
    0:51.058    18381     (    0    0    2
    0:51.200    18432     t    0    0    0
    0:51.342    18483     )    0    0    2
    0:51.447    18521     (    0    0    0
    0:51.492    18537     p    0    0    0
    0:51.556    18560     )    0    0    0
    0:51.586    18571     (    0    0    1
    0:51.656    18596     N    0    0    0
    0:51.689    18608     )    0    0    1
    0:51.800    18648     (    0    0    2
    0:51.942    18699     t    0    0    0
    0:52.064    18743     )    0    0    2
    0:52.178    18784     (    0    0    0
    0:52.222    18800     p    0    0    0
    0:52.286    18823     )    0    0    0
    0:52.317    18834     (    0    0    1
    0:52.381    18857     N    0    0    0
    0:52.411    18868     )    0    0    1
    0:52.547    18917     (    0    0    2
    0:52.653    18955     t    0    0    5
    0:52.789    19004     t    0    0    5
    0:52.822    19016     )    0    0    2
    0:52.889    19040     (    0    0    0
    0:52.933    19056     p    0    0    0
    0:52.989    19076     )    0    0    0
    0:53.025    19089     (    0    0    1
    0:53.092    19113     N    0    0    0
    0:53.122    19124     )    0    0    1
    0:53.256    19172     (    0    0    2
    0:53.369    19213     t    0    0    0
    0:53.428    19234     )    0    0    2
    0:53.572    19286     (    0    0    0
    0:53.617    19302     p    0    0    0
    0:53.672    19322     )    0    0    0
    0:53.708    19335     (    0    0    1
    0:53.772    19358     N    0    0    0
    0:53.817    19374     )    0    0    1
    0:53.922    19412     (    0    0    2
    0:54.039    19454     t    0    0    0
    0:54.189    19508     )    0    0    2
    0:54.319    19555     (    0    0    0
    0:54.364    19571     p    0    0    0
    0:54.425    19593     )    0    0    0
    0:54.458    19605     (    0    0    1
    0:54.525    19629     N    0    0    0
    0:54.572    19646     )    0    0    1
    0:54.681    19685     (    0    0    2
    0:54.792    19725     t    0    0    0
    0:54.933    19776     )    0    0    2
    0:55.031    19811     (    0    0    0
    0:55.078    19828     p    0    0    0
    0:55.136    19849     )    0    0    0
    0:55.172    19862     (    0    0    1
    0:55.236    19885     N    0    0    0
    0:55.275    19899     )    0    0    1
    0:55.361    19930     (    0    0    2
    0:55.506    19982     t    0    0    0
    0:55.636    20029     )    0    0    2
    0:55.753    20071     (    0    0    0
    0:55.794    20086     p    0    0    0
    0:55.856    20108     )    0    0    0
    0:55.892    20121     (    0    0    1
    0:55.956    20144     N    0    0    0
    0:56.000    20160     )    0    0    1
    0:56.058    20181     (    0    0    2
    0:56.211    20236     t    0    0    0
    0:56.353    20287     )    0    0    2
    0:56.464    20327     (    0    0    0
    0:56.506    20342     p    0    0    0
    0:56.572    20366     )    0    0    0
    0:56.608    20379     (    0    0    1
    0:56.669    20401     N    0    0    0
    0:56.700    20412     )    0    0    1
    0:56.825    20457     (    0    0    2
    0:56.942    20499     t    0    0    0
    0:57.075    20547     )    0    0    2
    0:57.192    20589     (    0    0    0
    0:57.236    20605     p    0    0    0
    0:57.292    20625     )    0    0    0
    0:57.322    20636     (    0    0    1
    0:57.394    20662     N    0    0    0
    0:57.436    20677     )    0    0    1
    0:57.550    20718     (    0    0    2
    0:57.647    20753     t    0    0    0
    0:57.789    20804     )    0    0    2
    0:57.856    20828     (    0    0    0
    0:57.911    20848     p    0    0    0
    0:57.975    20871     )    0    0    0
    0:58.008    20883     (    0    0    1
    0:58.072    20906     N    0    0    0
    0:58.111    20920     )    0    0    1
    0:58.186    20947     (    0    0    2
    0:58.325    20997     t    0    0    0
    0:58.475    21051     )    0    0    2
    0:58.589    21092     (    0    0    0
    0:58.633    21108     p    0    0    0
    0:58.692    21129     )    0    0    0
    0:58.725    21141     (    0    0    1
    0:58.789    21164     N    0    0    0
    0:58.833    21180     )    0    0    1
    0:58.928    21214     (    0    0    2
    0:59.053    21259     t    0    0    0
    0:59.211    21316     )    0    0    2
    0:59.294    21346     (    0    0    0
    0:59.339    21362     p    0    0    0
    0:59.397    21383     )    0    0    0
    0:59.431    21395     (    0    0    1
    0:59.500    21420     N    0    0    0
    0:59.542    21435     )    0    0    1
    0:59.633    21468     (    0    0    2
    0:59.761    21514     t    0    0    0
    0:59.925    21573     )    0    0    2
    1:00.011    21604     (    0    0    0
